diameter, x, y, z
3,-1.00000000000000,0.000000000000000,1
3,0.000000000000000,-1.00000000000000,1
3,0.000000000000000,0.000000000000000,1
3,0.000000000000000,1.00000000000000,1
3,1.00000000000000,0.000000000000000,1
4,-0.500000000000000,-0.500000000000000,1
4,-0.500000000000000,0.500000000000000,1
4,0.500000000000000,-0.500000000000000,1
4,0.500000000000000,0.500000000000000,1
5,-2.00000000000000,0.000000000000000,1
5,-1.00000000000000,-1.00000000000000,1
5,-1.00000000000000,0.000000000000000,2
5,-1.00000000000000,1.00000000000000,1
5,0.000000000000000,-2.00000000000000,1
5,0.000000000000000,-1.00000000000000,2,
5,0.000000000000000,0.000000000000000,2,
5,0.000000000000000,1.00000000000000,2,
5,0.000000000000000,2.00000000000000,1,
5,1.00000000000000,-1.00000000000000,1,
5,1.00000000000000,0.000000000000000,2,
5,1.00000000000000,1.00000000000000,1,
5,2.00000000000000,0.000000000000000,1,
6,-1.50000000000000,-1.50000000000000,2,
6,-1.50000000000000,-0.500000000000000,3,
6,-1.50000000000000,0.500000000000000,3,
6,-1.50000000000000,1.50000000000000,2,
6,-0.500000000000000,-1.50000000000000,3,
6,-0.500000000000000,-0.500000000000000,4,
6,-0.500000000000000,0.500000000000000,4,
6,-0.500000000000000,1.50000000000000,3,
6,0.500000000000000,-1.50000000000000,3,
6,0.500000000000000,-0.500000000000000,4,
6,0.500000000000000,0.500000000000000,4,
6,0.500000000000000,1.50000000000000,3,
6,1.50000000000000,-1.50000000000000,2,
6,1.50000000000000,-0.500000000000000,3,
6,1.50000000000000,0.500000000000000,3,
6,1.50000000000000,1.50000000000000,2,
7,-3.00000000000000,0.000000000000000,1,
7,-2.00000000000000,-2.00000000000000,2,
7,-2.00000000000000,-1.00000000000000,3,
7,-2.00000000000000,0.000000000000000,3,
7,-2.00000000000000,1.00000000000000,3,
7,-2.00000000000000,2.00000000000000,2,
7,-1.00000000000000,-2.00000000000000,3,
7,-1.00000000000000,-1.00000000000000,4,
7,-1.00000000000000,0.000000000000000,4,
7,-1.00000000000000,1.00000000000000,4,
7,-1.00000000000000,2.00000000000000,3,
7,0.000000000000000,-3.00000000000000,1,
7,0.000000000000000,-2.00000000000000,3,
7,0.000000000000000,-1.00000000000000,4,
7,0.000000000000000,0.000000000000000,4,
7,0.000000000000000,1.00000000000000,4,
7,0.000000000000000,2.00000000000000,3,
7,0.000000000000000,3.00000000000000,1,
7,1.00000000000000,-2.00000000000000,3,
7,1.00000000000000,-1.00000000000000,4,
7,1.00000000000000,0.000000000000000,4,
7,1.00000000000000,1.00000000000000,4,
7,1.00000000000000,2.00000000000000,3,
7,2.00000000000000,-2.00000000000000,2,
7,2.00000000000000,-1.00000000000000,3,
7,2.00000000000000,0.000000000000000,3,
7,2.00000000000000,1.00000000000000,3,
7,2.00000000000000,2.00000000000000,2,
7,3.00000000000000,0.000000000000000,1,
8,-2.50000000000000,-1.50000000000000,3,
8,-2.50000000000000,-0.500000000000000,4,
8,-2.50000000000000,0.500000000000000,4,
8,-2.50000000000000,1.50000000000000,3,
8,-1.50000000000000,-2.50000000000000,3,
8,-1.50000000000000,-1.50000000000000,5,
8,-1.50000000000000,-0.500000000000000,6,
8,-1.50000000000000,0.500000000000000,6,
8,-1.50000000000000,1.50000000000000,5,
8,-1.50000000000000,2.50000000000000,3,
8,-0.500000000000000,-2.50000000000000,4,
8,-0.500000000000000,-1.50000000000000,6,
8,-0.500000000000000,-0.500000000000000,7,
8,-0.500000000000000,0.500000000000000,7,
8,-0.500000000000000,1.50000000000000,6,
8,-0.500000000000000,2.50000000000000,4,
8,0.500000000000000,-2.50000000000000,4,
8,0.500000000000000,-1.50000000000000,6,
8,0.500000000000000,-0.500000000000000,7,
8,0.500000000000000,0.500000000000000,7,
